cpu2006|444.namd|baseline|0|315.811412
cpu2006|444.namd|baseline|1|328.809406
cpu2006|444.namd|baseline|2|312.101948
cpu2006|444.namd|baseline|3|311.985134
cpu2006|444.namd|baseline|4|312.800918
cpu2006|447.dealII|baseline|0|820.86712
cpu2006|447.dealII|baseline|1|818.127412
cpu2006|447.dealII|baseline|2|816.29547
cpu2006|447.dealII|baseline|3|820.303331
cpu2006|447.dealII|baseline|4|817.881461
cpu2006|450.soplex|baseline|0|270.79623
cpu2006|450.soplex|baseline|1|271.626465
cpu2006|450.soplex|baseline|2|272.364628
cpu2006|450.soplex|baseline|3|274.541665
cpu2006|450.soplex|baseline|4|276.643109
cpu2006|453.povray|baseline|0|181.915152
cpu2006|453.povray|baseline|1|181.466137
cpu2006|453.povray|baseline|2|183.233504
cpu2006|453.povray|baseline|3|182.712427
cpu2006|453.povray|baseline|4|182.573553
cpu2006|471.omnetpp|baseline|0|250.885963
cpu2006|471.omnetpp|baseline|1|251.497914
cpu2006|471.omnetpp|baseline|2|253.816092
cpu2006|471.omnetpp|baseline|3|257.500111
cpu2006|471.omnetpp|baseline|4|254.828344
cpu2006|473.astar|baseline|0|433.879303
cpu2006|473.astar|baseline|1|438.391046
cpu2006|473.astar|baseline|2|436.872688
cpu2006|473.astar|baseline|3|435.297104
cpu2006|473.astar|baseline|4|435.326145
cpu2006|483.xalancbmk|baseline|0|642.359123
cpu2006|483.xalancbmk|baseline|1|641.225333
cpu2006|483.xalancbmk|baseline|2|641.841822
cpu2006|483.xalancbmk|baseline|3|640.341369
cpu2006|483.xalancbmk|baseline|4|648.022051
cpu2017|507.cactuBSSN_r|baseline|0|323.707149
cpu2017|507.cactuBSSN_r|baseline|1|323.950122
cpu2017|507.cactuBSSN_r|baseline|2|326.823673
cpu2017|507.cactuBSSN_r|baseline|3|323.324413
cpu2017|507.cactuBSSN_r|baseline|4|323.410194
cpu2017|508.namd_r|baseline|0|308.970751
cpu2017|508.namd_r|baseline|1|312.158989
cpu2017|508.namd_r|baseline|2|310.365521
cpu2017|508.namd_r|baseline|3|309.388182
cpu2017|508.namd_r|baseline|4|308.610807
cpu2017|510.parest_r|baseline|0|1411.511326
cpu2017|510.parest_r|baseline|1|1412.452489
cpu2017|510.parest_r|baseline|2|1413.415567
cpu2017|510.parest_r|baseline|3|1413.597208
cpu2017|510.parest_r|baseline|4|1413.113543
cpu2017|511.povray_r|baseline|0|707.48553
cpu2017|511.povray_r|baseline|1|706.861217
cpu2017|511.povray_r|baseline|2|710.210444
cpu2017|511.povray_r|baseline|3|707.079222
cpu2017|511.povray_r|baseline|4|706.717773
cpu2017|526.blender_r|baseline|0|411.192362
cpu2017|526.blender_r|baseline|1|411.701307
cpu2017|526.blender_r|baseline|2|411.203907
cpu2017|526.blender_r|baseline|3|410.591598
cpu2017|526.blender_r|baseline|4|411.17748
cpu2017|520.omnetpp_r|baseline|0|678.158937
cpu2017|520.omnetpp_r|baseline|1|679.120713
cpu2017|520.omnetpp_r|baseline|2|678.947236
cpu2017|520.omnetpp_r|baseline|3|680.101441
cpu2017|520.omnetpp_r|baseline|4|677.38239
cpu2017|523.xalancbmk_r|baseline|0|683.707039
cpu2017|523.xalancbmk_r|baseline|1|684.350674
cpu2017|523.xalancbmk_r|baseline|2|686.744993
cpu2017|523.xalancbmk_r|baseline|3|681.103401
cpu2017|523.xalancbmk_r|baseline|4|685.131652
cpu2017|531.deepsjeng_r|baseline|0|349.516119
cpu2017|531.deepsjeng_r|baseline|1|349.241681
cpu2017|531.deepsjeng_r|baseline|2|349.071515
cpu2017|531.deepsjeng_r|baseline|3|348.953395
cpu2017|531.deepsjeng_r|baseline|4|349.109267
cpu2017|541.leela_r|baseline|0|1120.438309
cpu2017|541.leela_r|baseline|1|1121.346059
cpu2017|541.leela_r|baseline|2|1119.047159
cpu2017|541.leela_r|baseline|3|1119.026426
cpu2017|541.leela_r|baseline|4|1120.648736
cpu2006|444.namd|cfi|0|311.695092
