Watching PID 92703 page references for every 1 seconds...
Est(s) ;    RSS(kB);    PSS(kB);    Ref(kB)
1.001  ;   16160.00;   14491.00;    7648.00
1.001  ;   16160.00;   14491.00;    7928.00
1.001  ;   16160.00;   14491.00;    7832.00
1.001  ;   16160.00;   14491.00;    7720.00
1.001  ;   16160.00;   14491.00;    7528.00
1.001  ;   16160.00;   14491.00;    7808.00
1.001  ;   16160.00;   14491.00;    8068.00
1.001  ;   16160.00;   14491.00;    8120.00
1.001  ;   16160.00;   14491.00;    8480.00
1.001  ;   16160.00;   14491.00;    8780.00
1.001  ;   16160.00;   14491.00;    8140.00
1.001  ;   16160.00;   14491.00;    8284.00
1.001  ;   16160.00;   14491.00;    8424.00
1.001  ;   16160.00;   14491.00;    8856.00
1.001  ;   16160.00;   14491.00;    8996.00
1.001  ;   16160.00;   14491.00;    8416.00
1.001  ;   16160.00;   14491.00;    8588.00
1.001  ;   16160.00;   14491.00;    8472.00
1.001  ;   16160.00;   14491.00;    8648.00
1.001  ;   16160.00;   14491.00;    8580.00
1.001  ;   16160.00;   14491.00;    8716.00
1.001  ;   16160.00;   14491.00;    8868.00
1.001  ;   16160.00;   14491.00;    8856.00
1.001  ;   16160.00;   14491.00;    9388.00
1.001  ;   16160.00;   14491.00;    9396.00
1.001  ;   16160.00;   14491.00;    9272.00
1.001  ;   16160.00;   14491.00;    9064.00
1.001  ;   16160.00;   14491.00;    8936.00
1.001  ;   16172.00;   14503.00;    9472.00
1.001  ;   16184.00;   14515.00;    9584.00
1.001  ;   16184.00;   14515.00;    9700.00
1.001  ;   16196.00;   14527.00;    9636.00
1.001  ;   16208.00;   14539.00;    9096.00
1.001  ;   16220.00;   14551.00;    9644.00
1.001  ;   16232.00;   14563.00;    9216.00
1.001  ;   16244.00;   14575.00;    9268.00
1.001  ;   16244.00;   14575.00;    9580.00
1.001  ;   16264.00;   14595.00;    9600.00
1.001  ;   16280.00;   14611.00;    9444.00
1.001  ;   16300.00;   14631.00;    9840.00
1.001  ;   16324.00;   14655.00;    9728.00
1.001  ;   16340.00;   14671.00;    9848.00
1.001  ;   16360.00;   14691.00;    9744.00
1.001  ;   16364.00;   14695.00;    9700.00
1.001  ;   16388.00;   14719.00;    9996.00
1.001  ;   18304.00;   16635.00;   11792.00
1.001  ;   18320.00;   16651.00;   10244.00
1.001  ;   18340.00;   16671.00;    9972.00
1.001  ;   18364.00;   16695.00;    9728.00
1.001  ;   18384.00;   16715.00;    9852.00
1.001  ;   18392.00;   16723.00;   10104.00
1.001  ;   18408.00;   16739.00;    9892.00
1.001  ;   18424.00;   16755.00;   10436.00
1.001  ;   18448.00;   16779.00;   10472.00
1.001  ;   18464.00;   16795.00;   10048.00
1.001  ;   18488.00;   16819.00;   10580.00
1.001  ;   18492.00;   16823.00;   10164.00
1.001  ;   18512.00;   16843.00;   10196.00
1.001  ;   18532.00;   16863.00;   10288.00
1.001  ;   18548.00;   16879.00;   10368.00
1.001  ;   18576.00;   16907.00;   10480.00
1.001  ;   18592.00;   16923.00;   10232.00
1.001  ;   18612.00;   16943.00;   10240.00
1.001  ;   18620.00;   16951.00;   10384.00
1.001  ;   18636.00;   16967.00;   10308.00
1.001  ;   18660.00;   16991.00;   10280.00
1.001  ;   18680.00;   17011.00;   10608.00
1.001  ;   18704.00;   17035.00;   10616.00
1.001  ;   18716.00;   17047.00;   10748.00
1.001  ;   18744.00;   17075.00;   10792.00
1.001  ;   18760.00;   17091.00;   10596.00
1.001  ;   18768.00;   17099.00;   10560.00
1.001  ;   18784.00;   17115.00;   10720.00
1.001  ;   18804.00;   17135.00;   10932.00
1.001  ;   18824.00;   17155.00;   10956.00
1.001  ;   18844.00;   17175.00;   10752.00
1.001  ;   18864.00;   17195.00;   10892.00
1.001  ;   18884.00;   17215.00;   10984.00
1.001  ;   18888.00;   17219.00;   10896.00
1.001  ;   18908.00;   17239.00;   10712.00
1.001  ;   18932.00;   17263.00;   11028.00
1.001  ;   18952.00;   17283.00;   11144.00
1.001  ;   18976.00;   17307.00;   10980.00
1.001  ;   18996.00;   17327.00;   11028.00
1.001  ;   19016.00;   17347.00;   11640.00
1.001  ;   19032.00;   17363.00;   11552.00
1.001  ;   19040.00;   17371.00;   11736.00
1.001  ;   19060.00;   17391.00;   11508.00
1.001  ;   19076.00;   17407.00;   11604.00
1.001  ;   19096.00;   17427.00;   11260.00
1.001  ;   19120.00;   17451.00;   11384.00
1.001  ;   19144.00;   17475.00;   11712.00
1.001  ;   19160.00;   17491.00;   11548.00
1.001  ;   19180.00;   17511.00;   11636.00
1.001  ;   19204.00;   17535.00;   11596.00
1.001  ;   19220.00;   17551.00;   11368.00
1.001  ;   19240.00;   17571.00;   11520.00
1.001  ;   19244.00;   17575.00;   11668.00
1.001  ;   19268.00;   17599.00;   11500.00
1.001  ;   19288.00;   17619.00;   12192.00
1.001  ;   19308.00;   17639.00;   11896.00
1.001  ;   19328.00;   17659.00;   11700.00
1.001  ;   19348.00;   17679.00;   11916.00
1.001  ;   19368.00;   17699.00;   12004.00
1.001  ;   19392.00;   17723.00;   12004.00
1.001  ;   19412.00;   17743.00;   11796.00
1.001  ;   19416.00;   17747.00;   12208.00
1.001  ;   19448.00;   17779.00;   12284.00
1.001  ;   19480.00;   17811.00;   11960.00
1.001  ;   19496.00;   17827.00;   12152.00
1.001  ;   19500.00;   17831.00;   12216.00
1.001  ;   19524.00;   17855.00;   11912.00
1.001  ;   19540.00;   17871.00;   12428.00
1.001  ;   19568.00;   17899.00;   12248.00
1.001  ;   19588.00;   17919.00;   12376.00
1.001  ;   19604.00;   17935.00;   12400.00
1.001  ;   19628.00;   17959.00;   12316.00
1.001  ;   19656.00;   17987.00;   12584.00
1.001  ;   19668.00;   17999.00;   12868.00
1.001  ;   19692.00;   18023.00;   13044.00
1.001  ;   19712.00;   18043.00;   13024.00
1.001  ;   19728.00;   18059.00;   12976.00
1.001  ;   19752.00;   18083.00;   12800.00
1.001  ;   19772.00;   18103.00;   12612.00
1.001  ;   19792.00;   18123.00;   12688.00
1.001  ;   19816.00;   18147.00;   12464.00
1.001  ;   19836.00;   18167.00;   12724.00
1.001  ;   19860.00;   18191.00;   12772.00
1.001  ;   19876.00;   18207.00;   12680.00
1.001  ;   19896.00;   18227.00;   12916.00
1.001  ;   19916.00;   18247.00;   12780.00
1.001  ;   19944.00;   18275.00;   13188.00
1.001  ;   19964.00;   18295.00;   13072.00
1.001  ;   19980.00;   18311.00;   13132.00
1.001  ;   20000.00;   18331.00;   13184.00
1.001  ;   20028.00;   18359.00;   13180.00
1.001  ;   20044.00;   18375.00;   13372.00
1.001  ;   20068.00;   18399.00;   13392.00
1.001  ;   20088.00;   18419.00;   13188.00
1.001  ;   20112.00;   18443.00;   13492.00
1.001  ;   20132.00;   18463.00;   13644.00
1.001  ;   20164.00;   18495.00;   13260.00
1.001  ;   20172.00;   18503.00;   13616.00
1.001  ;   20212.00;   18543.00;   13700.00
1.001  ;   20232.00;   18563.00;   13840.00
1.001  ;   20252.00;   18583.00;   13768.00
1.001  ;   20272.00;   18603.00;   13768.00
1.001  ;   20296.00;   18627.00;   13944.00
1.001  ;   20320.00;   18651.00;   14052.00
1.001  ;   20340.00;   18671.00;   13856.00
1.001  ;   20372.00;   18703.00;   14068.00
1.001  ;   20384.00;   18715.00;   14508.00
1.001  ;   20420.00;   18751.00;   14368.00
1.001  ;   20428.00;   18759.00;   14116.00
1.001  ;   20468.00;   18799.00;   14100.00
1.001  ;   20484.00;   18815.00;   14520.00
1.001  ;   20500.00;   18831.00;   14668.00
1.001  ;   20528.00;   18859.00;   14932.00
1.001  ;   20548.00;   18879.00;   14620.00
1.001  ;   20560.00;   18891.00;   15160.00
1.001  ;   20560.00;   18891.00;    8380.00
1.001  ;   20560.00;   18891.00;    8092.00
1.001  ;   20560.00;   18891.00;    8508.00
1.001  ;   20560.00;   18891.00;    8592.00
1.001  ;   20560.00;   18891.00;    9360.00
1.001  ;   20560.00;   18891.00;    8856.00
1.001  ;   20560.00;   18891.00;    8536.00
1.001  ;   20560.00;   18891.00;    9208.00
1.001  ;   20560.00;   18891.00;    9536.00
1.001  ;   20560.00;   18891.00;    9200.00
1.001  ;   20560.00;   18891.00;    8988.00
1.001  ;   20560.00;   18891.00;    8492.00
1.001  ;   20560.00;   18891.00;    9256.00
1.001  ;   20560.00;   18891.00;    9208.00
1.001  ;   20560.00;   18891.00;    8652.00
1.001  ;   20560.00;   18891.00;    9092.00
1.001  ;   20560.00;   18891.00;    8764.00
1.001  ;   20560.00;   18891.00;    8980.00
1.001  ;   20560.00;   18891.00;    9568.00
1.001  ;   20560.00;   18891.00;    9216.00
