Watching PID 18662 page references for every 1 seconds...
Est(s) ;    RSS(kB);    PSS(kB);    Ref(kB)
1.001  ;   17408.00;   15771.00;   10036.00
1.001  ;   17408.00;   15771.00;   10284.00
1.001  ;   17408.00;   15771.00;   10276.00
1.001  ;   17408.00;   15771.00;   10300.00
1.001  ;   17408.00;   15771.00;   10312.00
1.001  ;   17408.00;   15771.00;   10436.00
1.001  ;   17408.00;   15771.00;   10388.00
1.001  ;   17408.00;   15771.00;   10560.00
1.001  ;   17408.00;   15771.00;   10332.00
1.001  ;   17408.00;   15771.00;   10600.00
1.001  ;   17408.00;   15771.00;   10376.00
1.001  ;   17408.00;   15771.00;   10580.00
1.001  ;   17408.00;   15771.00;   10536.00
1.001  ;   17408.00;   15771.00;   10632.00
1.001  ;   17408.00;   15771.00;   10604.00
1.001  ;   17408.00;   15771.00;   10984.00
1.001  ;   17408.00;   15771.00;   10640.00
1.001  ;   17408.00;   15771.00;   10856.00
1.001  ;   17408.00;   15771.00;   10620.00
1.001  ;   17408.00;   15771.00;   10852.00
1.001  ;   17408.00;   15771.00;   10820.00
1.001  ;   17408.00;   15771.00;   11240.00
1.001  ;   17408.00;   15771.00;   10896.00
1.001  ;   17488.00;   15851.00;   11408.00
1.001  ;   17488.00;   15851.00;   10984.00
1.001  ;   17488.00;   15851.00;   11268.00
1.001  ;   17488.00;   15851.00;   11076.00
1.001  ;   17488.00;   15851.00;   11312.00
1.001  ;   17488.00;   15851.00;   11200.00
1.001  ;   17568.00;   15931.00;   11636.00
1.001  ;   17568.00;   15931.00;   11300.00
1.001  ;   18832.00;   17195.00;   13196.00
1.001  ;   16452.00;   14815.00;   11220.00
1.001  ;   16480.00;   14843.00;   11408.00
1.001  ;   16500.00;   14863.00;   11288.00
1.001  ;   16532.00;   14895.00;   11480.00
1.001  ;   16544.00;   14907.00;   11156.00
1.001  ;   16564.00;   14927.00;   11368.00
1.001  ;   16576.00;   14939.00;   11512.00
1.001  ;   16604.00;   14967.00;   11364.00
1.001  ;   16616.00;   14979.00;   11548.00
1.001  ;   16804.00;   15167.00;   12596.00
1.001  ;   16804.00;   15167.00;    8676.00
1.001  ;   16804.00;   15167.00;    8632.00
1.001  ;   16804.00;   15167.00;    8812.00
1.001  ;   16804.00;   15167.00;    8960.00
1.001  ;   16804.00;   15167.00;    8992.00
1.001  ;   16804.00;   15167.00;    9176.00
1.001  ;   16804.00;   15167.00;    9332.00
1.001  ;   16804.00;   15167.00;    9424.00
1.001  ;   16804.00;   15167.00;    9248.00
1.001  ;   16804.00;   15167.00;    9280.00
1.001  ;   16804.00;   15167.00;    9008.00
1.001  ;   16804.00;   15167.00;    9248.00
1.001  ;   16804.00;   15167.00;    9192.00
1.001  ;   16804.00;   15167.00;    9088.00
1.001  ;   16804.00;   15167.00;    9604.00
1.001  ;   16808.00;   15171.00;    9556.00
1.001  ;   16812.00;   15175.00;    9292.00
1.001  ;   16816.00;   15179.00;    9384.00
1.001  ;   16820.00;   15183.00;    9544.00
1.001  ;   16824.00;   15187.00;    9380.00
1.001  ;   16828.00;   15191.00;    9816.00
1.001  ;   16828.00;   15191.00;    9988.00
1.001  ;   16832.00;   15195.00;    9760.00
1.001  ;   16836.00;   15199.00;    9636.00
1.001  ;   16840.00;   15203.00;    9484.00
1.001  ;   16844.00;   15207.00;    9784.00
1.001  ;   16848.00;   15211.00;    9796.00
1.001  ;   16852.00;   15215.00;    9904.00
1.001  ;   16856.00;   15219.00;    9784.00
1.001  ;   16860.00;   15223.00;    9932.00
1.001  ;   16864.00;   15227.00;    9968.00
1.001  ;   16868.00;   15231.00;    9896.00
1.001  ;   16872.00;   15235.00;   10004.00
1.001  ;   16876.00;   15239.00;    9940.00
